runTime,commRange,commReliability,numTaxis,numCustomers,newCustomerProb,seeRange,lazyProb,passengersDelivered,passengersSpawned,numMessagesSent,numNewParcelsComm,ticksTaxiSpentIdle,ticks,numParcelsKnownPerTickAverage,numParcelsAvailablePerTickAverage,waitingTimePassengerAverage
10000000,1,1.0,10,10,0.005,100000,0.0,44,55,3901670,0,86859,100020,28.00998800239952,3.640251949610078,3941333.3333333335,
10000000,1,1.0,10,10,0.005,100000,0.0,47,51,4082133,0,83746,100020,29.813167366526695,2.8836932613477306,3638382.9787234045,
10000000,1,1.0,10,10,0.005,100000,0.0,49,56,4232260,0,83801,100020,31.314137172565488,1.5860427914417117,3377500.0,
10000000,1,1.0,10,10,0.005,100000,0.0,44,60,4154320,0,86828,100020,30.53602279544091,6.684143171365727,4107444.4444444445,
10000000,1,1.0,10,10,0.005,100000,0.0,45,53,4008270,0,85950,100020,29.080993801239753,4.322035592881424,3923130.434782609,
10000000,1,1.0,10,10,0.005,100000,0.0,45,66,4752876,0,87443,100020,36.51966606678664,12.402879424115177,4063622.222222222,
10000000,1,1.0,10,10,0.005,100000,0.0,42,56,4075967,0,87123,100020,29.751719656068786,8.684633073385323,4576837.209302326,
10000000,1,1.0,10,10,0.005,100000,0.0,47,54,4336190,0,86831,100020,32.355328934213155,5.785482903419316,3850041.6666666665,
10000000,1,1.0,10,10,0.005,100000,0.0,57,69,4741941,0,82832,100020,36.4119376124775,4.442191561687663,3879137.9310344825,
10000000,1,1.0,10,10,0.005,100000,0.0,47,73,4987988,0,85963,100020,38.87249550089982,13.215956808638273,3888170.212765957,
10000000,1000000,1.0,10,10,0.005,100000,0.0,52,53,1252123,664,77479,100020,1.5148970205958807,0.3035092981403719,4339811.320754717,
10000000,1000000,1.0,10,10,0.005,100000,0.0,50,51,1241247,636,77386,100020,1.405998800239952,0.2430513897220556,4101764.705882353,
10000000,1000000,1.0,10,10,0.005,100000,0.0,63,63,1311380,777,72534,100020,2.1060187962407517,0.672755448910218,4649730.158730159,
10000000,1000000,1.0,10,10,0.005,100000,0.0,49,49,1231866,611,80646,100020,1.3120375924815038,0.236502699460108,4471816.326530612,
10000000,1000000,1.0,10,10,0.005,100000,0.0,50,50,1241244,613,80427,100020,1.4055888822235554,0.22431513697260547,3592380.0,
10000000,1000000,1.0,10,10,0.005,100000,0.0,69,69,1293484,856,71030,100020,1.9264247150569886,0.3988502299540092,4597652.173913044,
10000000,1000000,1.0,10,10,0.005,100000,0.0,62,65,1277958,788,73883,100020,1.7720255948810237,0.29577084583083385,3959634.9206349207,
10000000,1000000,1.0,10,10,0.005,100000,0.0,53,53,1263111,667,75393,100020,1.6242051589682063,0.40036992601479704,4281849.0566037735,
10000000,1000000,1.0,10,10,0.005,100000,0.0,59,60,1275071,773,75076,100020,1.7436312737452508,0.34883023395320933,3514338.9830508474,
10000000,1000000,1.0,10,10,0.005,100000,0.0,60,60,1262952,749,78295,100020,1.6219656068786243,0.28538292341531696,4520540.983606557,
