runTime,commRange,commReliability,numTaxis,numCustomers,newCustomerProb,seeRange,lazyProb,passengersDelivered,passengersSpawned,numMessagesSent,numNewParcelsComm,ticksTaxiSpentIdle,ticks,numParcelsKnownPerTickAverage,numParcelsAvailablePerTickAverage,waitingTimePassengerAverage
10000000,1,1.0,2,10,0.005,10,0.0,2,61,20411,0,19597,20004,0.020345930813837232,37.063037392521494,4595000.0,
10000000,1,1.0,2,10,0.005,100,0.0,10,56,22393,0,17615,20004,0.1194261147770446,29.90586882623475,6608100.0,
10000000,1,1.0,2,10,0.005,1000,0.0,27,50,55127,0,14110,20004,0.3307338532293541,17.794391121775647,5652137.931034483,
10000000,1,1.0,2,10,0.005,10000,0.0,45,61,138729,0,2702,20004,3.991101779644071,8.17241551689662,4371622.222222222,
10000000,1,1.0,2,10,0.005,100000,0.0,38,62,596329,0,9971,20004,26.810487902419517,16.801839632073584,4940473.684210527,
10000000,1,1.0,2,10,0.005,1000000,0.0,51,61,492691,0,4386,20004,21.629624075184964,5.461057788442312,4014596.153846154,
10000000,1,1.0,5,10,0.005,10,0.0,4,64,70850,1,49113,50010,0.01793641271745651,35.30869826034793,7898250.0,
10000000,1,1.0,5,10,0.005,100,0.0,30,67,93338,0,43181,50010,0.1411117776444711,24.915556888622277,5700709.677419355,
10000000,1,1.0,5,10,0.005,1000,0.0,50,62,272027,0,37814,50010,0.274625074985003,11.968306338732253,4612705.882352941,
10000000,1,1.0,5,10,0.005,10000,0.0,61,80,647560,0,29454,50010,7.547050589882024,8.621955608878224,3854161.290322581,
10000000,1,1.0,5,10,0.005,100000,0.0,42,53,1564534,0,37464,50010,25.28898220355929,6.209838032393521,4503093.023255814,
10000000,1,1.0,5,10,0.005,1000000,0.0,43,54,1653926,14,37347,50010,27.071625674865025,8.077764447110578,4131340.909090909,
10000000,1,1.0,10,10,0.005,10,0.0,7,64,108179,0,98656,100020,0.013637272545490901,35.63469306138772,6869428.571428572,
10000000,1,1.0,10,10,0.005,100,0.0,30,64,212455,0,93076,100020,0.07136572685462908,20.674455108978204,5894718.75,
10000000,1,1.0,10,10,0.005,1000,0.0,40,51,816862,2,82373,100020,0.18261347730453908,9.120855828834234,4099900.0,
10000000,1,1.0,10,10,0.005,10000,0.0,49,61,2265277,10,83687,100020,12.155848830233953,6.470165966806639,3928880.0,
10000000,1,1.0,10,10,0.005,100000,0.0,47,68,4686238,0,85181,100020,35.85918816236752,8.920935812837433,3603104.1666666665,
10000000,1,1.0,10,10,0.005,1000000,0.0,41,57,4031591,0,86935,100020,29.307848430313935,8.307138572285544,4336170.731707317,
10000000,1000000,1.0,2,10,0.005,10,0.0,2,48,41048,10,19480,20004,0.052189562087582485,31.57253549290142,7606000.0,
10000000,1000000,1.0,2,10,0.005,100,0.0,12,63,45190,50,17404,20004,0.259248150369926,28.29484103179364,4910583.333333333,
10000000,1000000,1.0,2,10,0.005,1000,0.0,27,48,52606,110,13861,20004,0.6299740051989602,15.199960007998401,4979296.296296297,
10000000,1000000,1.0,2,10,0.005,10000,0.0,54,64,93892,217,4433,20004,2.0415916816636672,8.962107578484304,4563648.148148148,
10000000,1000000,1.0,2,10,0.005,100000,0.0,51,52,130564,156,4218,20004,3.524495100979804,2.3602779444111177,4256153.846153846,
10000000,1000000,1.0,2,10,0.005,1000000,0.0,56,61,177696,162,2485,20004,5.8803239352129575,4.547990401919616,4647464.285714285,
10000000,1000000,1.0,5,10,0.005,10,0.0,2,79,252545,42,49495,50010,0.050689862027594484,39.95384923015397,3578500.0,
10000000,1000000,1.0,5,10,0.005,100,0.0,21,61,301407,255,45073,50010,0.486002799440112,25.27760447910418,5555904.761904762,
10000000,1000000,1.0,5,10,0.005,1000,0.0,39,53,338989,457,40034,50010,0.9600279944011197,9.082723455308939,4525250.0,
10000000,1000000,1.0,5,10,0.005,10000,0.0,63,65,380202,719,31726,50010,1.721895620875825,2.0609478104379124,4430953.125,
10000000,1000000,1.0,5,10,0.005,100000,0.0,54,56,393845,389,29745,50010,1.87122575484903,0.6152969406118777,4146200.0,
10000000,1000000,1.0,5,10,0.005,1000000,0.0,50,52,383509,336,32339,50010,1.6648070385922815,0.5785242951409718,4265080.0,
10000000,1000000,1.0,10,10,0.005,10,0.0,5,61,1012340,195,98744,100020,0.1231753649270146,36.61397720455909,7407000.0,
10000000,1000000,1.0,10,10,0.005,100,0.0,21,52,1126726,537,94646,100020,0.5130173965206959,20.694831033793243,6219000.0,
10000000,1000000,1.0,10,10,0.005,1000,0.0,54,61,1224634,1242,86411,100020,1.2476604679064187,4.794431113777245,4342444.444444444,
10000000,1000000,1.0,10,10,0.005,10000,0.0,60,62,1253086,1362,82237,100020,1.5408418316336732,0.8446310737852429,3934081.9672131147,
10000000,1000000,1.0,10,10,0.005,100000,0.0,57,58,1270472,720,75638,100020,1.6974705058988202,0.31026794641071787,4047894.736842105,
10000000,1000000,1.0,10,10,0.005,1000000,0.0,62,62,1272676,744,73704,100020,1.718636272745451,0.31012797440511897,4330225.806451613,
