runTime,commRange,commReliability,numTaxis,numCustomers,newCustomerProb,seeRange,lazyProb,passengersDelivered,passengersSpawned,numMessagesSent,numNewParcelsComm,ticksTaxiSpentIdle,ticks,numParcelsKnownPerTickAverage,numParcelsAvailablePerTickAverage,waitingTimePassengerAverage
10000000,1,1.0,5,10,0.005,10,0.0,1,58,52205,0,49719,50010,0.005818836232753449,32.291861627674464,4172000.0,
10000000,1,1.0,5,10,0.005,10,0.0,3,65,50731,0,49289,50010,0.014417116576684662,37.61859628074385,5832666.666666667,
10000000,1,1.0,5,10,0.005,10,0.0,2,57,50349,0,49671,50010,0.006778644271145771,32.369626074785046,5897000.0,
10000000,1,1.0,5,10,0.005,10,0.0,4,73,50847,0,49173,50010,0.016736652669466105,37.495480903819235,3633750.0,
10000000,1,1.0,5,10,0.005,10,0.0,5,59,51123,0,48897,50010,0.022255548890221955,31.108198360327936,5820800.0,
10000000,1,1.0,5,10,0.005,10,0.0,5,62,51188,0,48832,50010,0.02355528894221156,32.14845030993801,5449400.0,
10000000,1,1.0,5,10,0.005,10,0.0,4,64,70850,1,49113,50010,0.01793641271745651,35.30869826034793,7898250.0,
10000000,1,1.0,5,10,0.005,10,0.0,2,62,50525,0,49495,50010,0.010297940411917617,33.92575484903019,5059500.0,
10000000,1,1.0,5,10,0.005,10,0.0,2,60,50488,0,49532,50010,0.009558088382323535,35.664467106578684,7998000.0,
10000000,1,1.0,5,10,0.005,10,0.0,5,71,55402,0,48733,50010,0.02553489302139572,40.81591681663667,5445200.0,
10000000,1,1.0,5,10,0.005,31,0.0,4,49,56589,0,48743,50010,0.025334933013397322,25.911657668466308,5413250.0,
10000000,1,1.0,5,10,0.005,31,0.0,5,57,71465,0,48899,50010,0.022215556888622274,31.683183363327334,5456000.0,
10000000,1,1.0,5,10,0.005,31,0.0,8,68,54447,0,48122,50010,0.03775244951009798,31.510077984403118,3902125.0,
10000000,1,1.0,5,10,0.005,31,0.0,10,59,65914,0,47882,50010,0.04255148970205959,28.552589482103578,5568000.0,
10000000,1,1.0,5,10,0.005,31,0.0,10,52,61938,0,47640,50010,0.052389522095580884,29.04491101779644,5093700.0,
10000000,1,1.0,5,10,0.005,31,0.0,8,57,57050,0,48078,50010,0.040931813637272545,31.3499900019996,6664375.0,
10000000,1,1.0,5,10,0.005,31,0.0,9,69,52499,0,47775,50010,0.04469106178764247,37.685902819436116,4383666.666666667,
10000000,1,1.0,5,10,0.005,31,0.0,5,59,51291,0,48729,50010,0.02561487702459508,30.11767646470706,6203000.0,
10000000,1,1.0,5,10,0.005,31,0.0,6,68,60965,0,48539,50010,0.029414117176564687,34.58072385522895,6219666.666666667,
10000000,1,1.0,5,10,0.005,31,0.0,9,62,59264,0,47935,50010,0.04295140971805639,31.76488702259548,4372666.666666667,
