runTime,commRange,commReliability,numTaxis,numCustomers,newCustomerProb,seeRange,lazyProb,passengersDelivered,passengersSpawned,numMessagesSent,numNewParcelsComm,ticksTaxiSpentIdle,ticks,numParcelsKnownPerTickAverage,numParcelsAvailablePerTickAverage,waitingTimePassengerAverage
10000000,1,1.0,5,10,0.005,1000,0.0,42,61,259985,0,39444,50010,0.23123375324935014,10.734053189362127,4285232.558139535,
10000000,1,1.0,5,10,0.005,1000,0.0,38,47,244284,0,34083,50010,0.3857028594281144,8.344051189762048,4293461.538461538,
10000000,1,1.0,5,10,0.005,1000,0.0,47,53,261024,0,32662,50010,0.40561887622475506,6.537852429514097,4952531.914893617,
10000000,1,1.0,5,10,0.005,1000,0.0,40,59,236110,0,23725,50010,0.5793441311737653,11.937712457508498,4899829.268292683,
10000000,1,1.0,5,10,0.005,1000,0.0,30,54,304024,0,39677,50010,1.6180563887222557,14.534853029394121,5347193.548387097,
10000000,1,1.0,5,10,0.005,1000,0.0,37,53,213121,0,30032,50010,0.4789642071585683,10.80389922015597,4504135.135135135,
10000000,1,1.0,5,10,0.005,1000,0.0,46,64,298137,0,31872,50010,2.1722855428914216,15.4499700059988,4958804.347826087,
10000000,1,1.0,5,10,0.005,1000,0.0,39,54,228308,0,40703,50010,0.20241951609678063,8.2250149970006,4729051.282051282,
10000000,1,1.0,5,10,0.005,1000,0.0,50,62,272027,0,37814,50010,0.274625074985003,11.968306338732253,4612705.882352941,
10000000,1,1.0,5,10,0.005,1000,0.0,49,72,234725,0,39917,50010,0.20777844431113776,13.402659468106378,4704734.693877551,
10000000,1000,1.0,5,10,0.005,1000,0.0,42,51,308024,60,22980,50010,1.3166766646670667,9.503459308138373,4897214.285714285,
10000000,1000,1.0,5,10,0.005,1000,0.0,44,55,298692,60,16619,50010,1.036492701459708,9.381103779244151,4309363.636363637,
10000000,1000,1.0,5,10,0.005,1000,0.0,49,67,297404,76,13697,50010,1.1944611077784444,12.258628274345131,5632942.307692308,
10000000,1000,1.0,5,10,0.005,1000,0.0,40,55,314615,68,25749,50010,0.7059788042391522,11.08256348730254,4956050.0,
10000000,1000,1.0,5,10,0.005,1000,0.0,39,49,295738,43,19012,50010,0.9561487702459508,10.452669466106778,4462051.282051282,
10000000,1000,1.0,5,10,0.005,1000,0.0,39,51,276675,52,23962,50010,0.9047390521895621,10.123035392921416,4601461.538461538,
10000000,1000,1.0,5,10,0.005,1000,0.0,45,63,302759,58,16679,50010,0.8548890221955608,12.290901819636073,4094044.4444444445,
10000000,1000,1.0,5,10,0.005,1000,0.0,40,55,254831,41,29912,50010,0.5606878624275144,10.289142171565686,4768050.0,
10000000,1000,1.0,5,10,0.005,1000,0.0,45,65,321426,88,25414,50010,0.8329134173165367,14.727934413117376,5273304.347826087,
10000000,1000,1.0,5,10,0.005,1000,0.0,51,65,276946,53,26224,50010,0.6413117376524695,11.061447710457909,5055647.05882353,
10000000,2000,1.0,5,10,0.005,1000,0.0,37,54,300866,64,25563,50010,0.5989402119576085,13.599260147970407,4833815.7894736845,
10000000,2000,1.0,5,10,0.005,1000,0.0,52,63,340487,184,8523,50010,1.8010997800439912,9.500539892021596,4334346.153846154,
10000000,2000,1.0,5,10,0.005,1000,0.0,41,56,293586,160,19214,50010,1.8172165566886622,12.393241351729655,4731707.317073171,
10000000,2000,1.0,5,10,0.005,1000,0.0,52,69,309584,170,14936,50010,1.1235552889422116,14.345650869826034,5012584.905660378,
10000000,2000,1.0,5,10,0.005,1000,0.0,53,81,290385,84,20515,50010,0.8833433313337332,19.098640271945612,5385037.037037037,
10000000,2000,1.0,5,10,0.005,1000,0.0,40,66,409266,183,34613,50010,2.6178164367126575,14.741891621675665,4562219.5121951215,
10000000,2000,1.0,5,10,0.005,1000,0.0,40,57,321808,138,19117,50010,0.8636472705458909,10.15376924615077,4400775.0,
10000000,2000,1.0,5,10,0.005,1000,0.0,40,55,327896,141,24148,50010,1.2087582483503299,10.808938212357528,4788439.024390244,
10000000,2000,1.0,5,10,0.005,1000,0.0,51,63,296258,110,19703,50010,0.8294741051789642,10.26002799440112,5030056.603773585,
10000000,2000,1.0,5,10,0.005,1000,0.0,47,66,331318,180,24512,50010,2.02371525694861,14.277104579084183,5289979.166666667,
10000000,3000,1.0,5,10,0.005,1000,0.0,53,67,342105,194,14277,50010,1.3119776044791043,9.723315336932613,4435072.7272727275,
10000000,3000,1.0,5,10,0.005,1000,0.0,39,50,360475,226,24244,50010,1.5309938012397522,7.179444111177764,4542589.743589744,
10000000,3000,1.0,5,10,0.005,1000,0.0,44,71,375157,292,29393,50010,2.2551889622075585,14.38238352329534,4369200.0,
10000000,3000,1.0,5,10,0.005,1000,0.0,41,60,279148,116,30645,50010,0.8837232553489303,13.117936412717457,4775463.414634147,
10000000,3000,1.0,5,10,0.005,1000,0.0,37,60,418204,314,30055,50010,2.8215356928614277,15.612617476504699,4412605.263157895,
10000000,3000,1.0,5,10,0.005,1000,0.0,50,60,319057,217,15594,50010,1.170745850829834,10.744131173765247,4709607.843137255,
10000000,3000,1.0,5,10,0.005,1000,0.0,39,52,345297,185,31848,50010,1.5472105578884223,11.50863827234553,4717750.0,
10000000,3000,1.0,5,10,0.005,1000,0.0,54,79,391269,302,20981,50010,2.355488902219556,15.723215356928614,4846232.142857143,
10000000,3000,1.0,5,10,0.005,1000,0.0,47,60,294657,171,19292,50010,1.0811837632473504,9.778064387122576,4884479.166666667,
10000000,3000,1.0,5,10,0.005,1000,0.0,54,70,313623,191,16494,50010,1.5082383523295342,17.662747450509897,4921962.962962963,
10000000,4000,1.0,5,10,0.005,1000,0.0,36,50,325741,164,20454,50010,0.8362327534493101,12.940631873625275,5033694.444444444,
10000000,4000,1.0,5,10,0.005,1000,0.0,48,66,339577,157,16306,50010,1.0380323935212958,11.994661067786442,4838489.795918368,
10000000,4000,1.0,5,10,0.005,1000,0.0,44,62,295852,194,21452,50010,0.8000199960007999,14.732893421315737,5279760.869565218,
10000000,4000,1.0,5,10,0.005,1000,0.0,48,70,316336,151,21104,50010,0.8573885222955409,16.310657868426315,4918920.0,
10000000,4000,1.0,5,10,0.005,1000,0.0,38,52,333245,205,31916,50010,1.408258348330334,12.06132773445311,4599512.820512821,
10000000,4000,1.0,5,10,0.005,1000,0.0,46,65,304380,167,22510,50010,0.8419516096780644,13.36996600679864,5294723.404255319,
10000000,4000,1.0,5,10,0.005,1000,0.0,32,43,326768,163,26501,50010,0.8279144171165767,9.565226954609079,4663187.5,
10000000,4000,1.0,5,10,0.005,1000,0.0,45,60,347650,245,22366,50010,1.2439712057588481,15.335512897420516,4952155.555555556,
10000000,4000,1.0,5,10,0.005,1000,0.0,43,53,279651,193,20495,50010,0.8666266746650669,8.959868026394721,4814255.813953488,
10000000,4000,1.0,5,10,0.005,1000,0.0,50,71,350529,169,23954,50010,1.2185162967406518,13.87126574685063,5282641.509433962,
10000000,5000,1.0,5,10,0.005,1000,0.0,43,66,340930,250,14251,50010,1.0476904619076184,14.81107778444311,4694627.9069767445,
10000000,5000,1.0,5,10,0.005,1000,0.0,33,43,282150,128,27377,50010,0.5191361727654469,7.492321535692861,4778058.823529412,
10000000,5000,1.0,5,10,0.005,1000,0.0,38,53,321268,214,18396,50010,0.9072185562887423,10.759668066386723,4617921.052631579,
10000000,5000,1.0,5,10,0.005,1000,0.0,53,65,320372,300,11596,50010,1.3304539092181564,11.546810637872426,4944055.555555556,
10000000,5000,1.0,5,10,0.005,1000,0.0,35,57,325466,196,19986,50010,0.8043991201759648,12.97244551089782,5099027.777777778,
10000000,5000,1.0,5,10,0.005,1000,0.0,40,58,371095,291,28271,50010,1.7161567686462706,10.98366326734653,4388853.658536585,
10000000,5000,1.0,5,10,0.005,1000,0.0,28,50,297838,112,30528,50010,0.4580083983203359,13.153649270145971,4709928.571428572,
10000000,5000,1.0,5,10,0.005,1000,0.0,57,76,295522,198,15514,50010,1.0760447910417916,15.239012197560488,5117550.0,
10000000,5000,1.0,5,10,0.005,1000,0.0,37,54,292133,171,24245,50010,0.703499300139972,11.079204159168166,5398205.128205128,
10000000,5000,1.0,5,10,0.005,1000,0.0,45,64,301312,237,24557,50010,1.1344331133773244,13.373865226954608,5397652.173913044,
10000000,6000,1.0,5,10,0.005,1000,0.0,44,56,340641,238,19536,50010,0.9958608278344331,11.651029794041191,4896840.909090909,
10000000,6000,1.0,5,10,0.005,1000,0.0,41,61,335203,198,25940,50010,0.8496900619876024,12.94375124975005,5274428.571428572,
10000000,6000,1.0,5,10,0.005,1000,0.0,44,64,375282,351,28003,50010,2.112037592481504,17.039472105578884,4608977.2727272725,
10000000,6000,1.0,5,10,0.005,1000,0.0,40,53,289977,268,17919,50010,0.964367126574685,8.215516896620676,4959166.666666667,
10000000,6000,1.0,5,10,0.005,1000,0.0,50,68,334262,283,20974,50010,1.0107978404319136,14.298860227954409,4882820.0,
10000000,6000,1.0,5,10,0.005,1000,0.0,40,58,375084,358,21646,50010,1.612257548490302,12.450809838032393,4300804.87804878,
10000000,6000,1.0,5,10,0.005,1000,0.0,47,70,385775,353,27773,50010,2.0061987602479503,16.394661067786444,5079604.166666667,
10000000,6000,1.0,5,10,0.005,1000,0.0,47,72,332534,218,19414,50010,0.8148770245950809,13.45516896620676,5003000.0,
10000000,6000,1.0,5,10,0.005,1000,0.0,46,60,374687,347,28750,50010,1.906878624275145,9.110217956408718,4491319.14893617,
10000000,6000,1.0,5,10,0.005,1000,0.0,32,55,331510,222,19567,50010,0.8218356328734253,14.439232153569286,4230687.5,
10000000,7000,1.0,5,10,0.005,1000,0.0,45,69,505487,446,33348,50010,4.496720655868827,16.314397120575883,4248000.0,
10000000,7000,1.0,5,10,0.005,1000,0.0,40,58,328807,305,21456,50010,0.910377924415117,11.591081783643272,4909878.048780488,
10000000,7000,1.0,5,10,0.005,1000,0.0,36,51,293851,240,25782,50010,0.6424915016996601,6.996200759848031,4486447.368421053,
10000000,7000,1.0,5,10,0.005,1000,0.0,37,56,320767,142,30492,50010,0.5840631873625275,12.775804839032194,5104567.567567567,
10000000,7000,1.0,5,10,0.005,1000,0.0,32,44,325449,209,25899,50010,0.7190561887622475,11.58126374725055,4397515.151515151,
10000000,7000,1.0,5,10,0.005,1000,0.0,39,57,319096,274,20402,50010,0.8185162967406518,9.854109178164368,4605175.0,
10000000,7000,1.0,5,10,0.005,1000,0.0,44,60,324395,282,22159,50010,0.7442911417716457,10.129254149170166,4720113.636363637,
10000000,7000,1.0,5,10,0.005,1000,0.0,41,58,314754,184,23830,50010,0.8229354129174166,12.813357328534293,4722000.0,
10000000,7000,1.0,5,10,0.005,1000,0.0,51,75,309420,354,21625,50010,1.327254549090182,15.184283143371326,4909867.924528302,
10000000,7000,1.0,5,10,0.005,1000,0.0,40,51,281186,242,21203,50010,0.8236552689462108,9.291001799640071,4716175.0,
10000000,8000,1.0,5,10,0.005,1000,0.0,36,56,327217,257,25036,50010,0.7012397520495901,13.656288742251549,4841594.594594595,
10000000,8000,1.0,5,10,0.005,1000,0.0,41,65,283530,266,25000,50010,0.8384723055388922,16.342371525694862,5754804.87804878,
10000000,8000,1.0,5,10,0.005,1000,0.0,46,62,343215,307,25516,50010,0.9686462707458509,11.464067186562687,4747744.680851064,
10000000,8000,1.0,5,10,0.005,1000,0.0,42,62,349377,409,30019,50010,1.4022995400919815,11.3499900019996,4206604.651162791,
10000000,8000,1.0,5,10,0.005,1000,0.0,40,54,350711,312,24890,50010,1.1415916816636673,13.279344131173765,4991756.097560976,
10000000,8000,1.0,5,10,0.005,1000,0.0,46,68,363541,275,18529,50010,1.5001999600079985,11.987222555488902,4210869.565217392,
10000000,8000,1.0,5,10,0.005,1000,0.0,40,58,342879,291,22238,50010,1.01501699660068,11.635672865426915,5241523.80952381,
10000000,8000,1.0,5,10,0.005,1000,0.0,41,56,365057,353,31143,50010,1.528394321135773,9.45860827834433,4503190.476190476,
10000000,8000,1.0,5,10,0.005,1000,0.0,43,57,285828,304,21968,50010,0.8815436912617477,9.696960607878424,4537744.186046512,
10000000,8000,1.0,5,10,0.005,1000,0.0,42,64,332576,322,20821,50010,0.9981003799240152,12.99370125974805,4865837.209302326,
10000000,9000,1.0,5,10,0.005,1000,0.0,44,66,376711,388,26830,50010,1.699240151969606,11.333313337332534,5211200.0,
10000000,9000,1.0,5,10,0.005,1000,0.0,42,63,530310,446,32212,50010,4.7834033193361325,15.730533893221356,4445785.714285715,
10000000,9000,1.0,5,10,0.005,1000,0.0,40,68,524547,401,31742,50010,4.655428914217157,16.16742651469706,4663536.585365853,
10000000,9000,1.0,5,10,0.005,1000,0.0,54,70,355609,412,18086,50010,1.2563087382523495,9.049290141971605,4940614.03508772,
10000000,9000,1.0,5,10,0.005,1000,0.0,42,65,337725,271,19347,50010,0.9095380923815237,14.42617476504699,5045822.222222222,
10000000,9000,1.0,5,10,0.005,1000,0.0,42,58,332140,325,21454,50010,0.9087182563487303,11.730293941211757,4987906.976744186,
